SUPER_W2	21857967	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_Z1	20746161	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_Z2	20171173	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_1	16420616	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_2	16033099	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_3	15902059	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_4	13802787	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_5	13662003	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_6	13595990	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_7	13573187	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_8	13307001	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_9	12418311	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_10	11934803	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_11	11692945	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_12	10250394	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_13	10127633	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_14	9866534	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_15	9732572	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_16	9169784	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_17	8852076	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_18	8213247	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_18_unloc_1	223079	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_18_unloc_2	110070	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_18_unloc_3	92850	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_18_unloc_4	76126	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_18_unloc_5	41208	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_19	8730912	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_20	7678758	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_W1	7085538	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_21	7069298	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_W3	6915912	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_68	33923	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_79	28687	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_2	34279	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_45	79093	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_99	22313	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_133	10343	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_51	56331	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_72	31381	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_112	19141	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_73	31150	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_128	12552	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_76	29252	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_89	23937	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_93	23020	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_70	31997	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_116	17157	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_106	20878	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_84	26559	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_74	30214	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_41	102403	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_61	42183	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
HAP1_SCAFFOLD_103	21532	data_mec/ilMecLysi1_2_HAP1.primary.curated.fa.fai
SUPER_1	16345512	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_2	16044034	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_3	15827668	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_4	13843216	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_5	13547158	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_6	13222486	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_7	12956420	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_8	12467570	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_9	11844992	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_10	11804643	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_11	10308961	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_12	10230906	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_13	9614342	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_14	9520405	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_15	8983451	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_16	8787616	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_16_unloc_1	75906	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_16_unloc_2	70617	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_17	8605842	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_18	8110664	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_18_unloc_1	141393	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_18_unloc_2	64430	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_18_unloc_3	62231	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_18_unloc_4	50047	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_18_unloc_5	44173	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_19	7874038	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
SUPER_20	6987938	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
HAP2_SCAFFOLD_64	19065	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
HAP2_SCAFFOLD_61	21907	data_mec/ilMecLysi1_2_HAP2.primary.curated.fa.fai
